Department,District,Business,Adress,Acceptance,Category,Sub-category,Contact,Instagram,Facebook,X,Website
La Union,Santa Rosa de Lima,Tienda mario garcia,"13.6216631,-87.8991514",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Baker's House,"13.6290717,-87.8923855",No,,,,,,,
La Union,Santa Rosa de Lima,Variedades Fernando,"13.6251791,-87.8902934",No,,,7493 0356,,,,
La Union,Santa Rosa de Lima,PinPon Tu Tienda de Fiestas,"13.6189015,-87.9002256",No,Retail,Retailers,7803 2553,,,,
La Union,Santa Rosa de Lima,Variedades Elsy,"13.6216631,-87.8991514",No,,,7200 1428,,,,
La Union,Santa Rosa de Lima,Bazar Patricia,"13.6241039,-87.8903883",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Agroveterinaria Espinal (casa matriz),"13.6270972,-87.8903566",No,,,2664 2984,,,,
La Union,Santa Rosa de Lima,Merca China,"13.6283704,-87.8795385",No,,,7632 4607,,,,
La Union,Santa Rosa de Lima,Sastrería Saul,"13.6282723,-87.8929264",No,,,7495 5845,,,,
La Union,Santa Rosa de Lima,Business Star Publicidad,"13.6258506,-87.8932922",No,,,7232 4058,,,,
La Union,Santa Rosa de Lima,Tienda Demascotas Gabriel srl,"13.631163,-87.8880543",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,TIENDA CRUCITA,"13.6148456,-87.9055406",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Lácteos Sorto,"13.6216631,-87.8991514",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,ARMATE N&L,"13.6216631,-87.8991514",No,,,,,,,
La Union,Santa Rosa de Lima,"kuico,s","13.6247793,-87.8914916",No,,,,,,,
La Union,Santa Rosa de Lima,American STYLE,"13.6272558,-87.8903164",No,,,,,,,
La Union,Santa Rosa de Lima,Charamuscas 2x$0.25,"13.6142421,-87.9070438",No,,,,,,,
La Union,Santa Rosa de Lima,Cellfa,"13.6263977,-87.8923602",No,,,7696 9340,,,,
La Union,Santa Rosa de Lima,Dareni_Bakery_SV,"13.6242314,-87.891562",No,Food & Beverage,Restaurants,7132 0456,,,,
La Union,Santa Rosa de Lima,Tienda Agropecuaria Acopalim,"13.6188611,-87.8613333",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Tienda Dos Hermanos.SRL,"13.618836,-87.9011473",No,Retail,Retailers,7921 0153,,,,
La Union,Santa Rosa de Lima,Tienda Veronica,"13.633871,-87.8932578",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Farmacia Suya,"13.6267644,-87.8930807",No,Health,Health services,2641 4951,,,,
La Union,Santa Rosa de Lima,Taller Eléctrico Pepe Jr,"13.6234821,-87.8672022",No,Other,Other vendors,,,,,
La Union,Santa Rosa de Lima,Multiservicios Eben-Ezer,"13.624364,-87.8679912",No,,,,,,,
La Union,Santa Rosa de Lima,Studio Live Store,"13.6217414,-87.8969783",No,,,7435 4244,,,,
La Union,Santa Rosa de Lima,ONE CLICK,"13.6266791,-87.8925126",No,,,7008 3569,,https://www.facebook.com/ONECLICKNY,,https://salvadorexpresssv.com/oneclick/
La Union,Santa Rosa de Lima,Taller Eléctrico Chago,"13.6264613,-87.8688226",No,Other,Other vendors,,,,,
La Union,Santa Rosa de Lima,Taller Garcia,"13.6293272,-87.8732601",No,Other,Other vendors,,,,,
La Union,Santa Rosa de Lima,Centro Comercial Alex,"13.6199726,-87.8631756",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,BABYTOPIA,"13.6252771,-87.8934272",No,,,,,,,
La Union,Santa Rosa de Lima,FARMACIA CRUZ AZUL,"13.6237379,-87.8896421",No,Health,Health services,,,,,
La Union,Santa Rosa de Lima,Servifoto Santa Rosa de Lima,"13.6242794,-87.8936287",No,,,,,,,
La Union,Santa Rosa de Lima,Sherwin-Williams Master Color Sucursal 2,"13.6304358,-87.8873545",No,,,2664 2605,,,,
La Union,Santa Rosa de Lima,My style Fashion,"13.6247219,-87.8915257",No,,,,,,,https://my-style-fashion-youth-clothing-store.negocio.site/?utm_source=gmb&utm_medium=referral
La Union,Santa Rosa de Lima,Negocios Monteca Santa rosa de lima,"13.6303952,-87.8717454",No,,,7029 0365,,,,
La Union,Santa Rosa de Lima,Pinturas Jose,"13.6274959,-87.8751689",No,,,2614 0976,,,,
La Union,Santa Rosa de Lima,Street Tuning Santa Rosa de Lima,"13.6316823,-87.8893644",No,,,7661 9403,,,,
La Union,Santa Rosa de Lima,OD Tshirt,"13.6203332,-87.8973129",No,,,7997 9855,,,,
La Union,Santa Rosa de Lima,Taller de mecanica automotris Cristopher,"13.6249195,-87.8684112",No,Other,Other vendors,7266 4516,,,,
La Union,Santa Rosa de Lima,Farmacia Jerusalem,"13.6251888,-87.8895532",No,Health,Health services,,,,,
La Union,Santa Rosa de Lima,Ferreteria Karla,"13.6281763,-87.8897121",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Ferretería Sansor,"13.6193536,-87.8624581",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Ferretería ContruHierros,"13.6218464,-87.8968942",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Agro Ferretero El Picacheño,"13.6211407,-87.8646595",No,,,,,,,
La Union,Santa Rosa de Lima,Taller de llanta jonathan,"13.6196115,-87.8573988",No,Other,Other vendors,,,,,
La Union,Santa Rosa de Lima,Taller eléctrico Marcos,"13.6203561,-87.8624383",No,Other,Other vendors,7006 9029,,,,
La Union,Santa Rosa de Lima,Tienda tigo,"13.6239874,-87.8931835",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Bazar y Variedades Lindelia,"13.6245974,-87.8903577",No,Retail,Retailers,7500 1953,,,,
La Union,Santa Rosa de Lima,Bazar Mega Moda,"13.6281349,-87.8903507",No,Retail,Retailers,7043 8339,,https://www.facebook.com/BazarMegaModa/,,https://www.facebook.com/BazarMegaModa/
La Union,Santa Rosa de Lima,venta de respuestos usados Gladys Colato,"13.6250721,-87.867473",No,,,7871 9617,,,,
La Union,Santa Rosa de Lima,Taller de Enderezado y Pintura Javier,"13.6269029,-87.8717781",No,Other,Other vendors,,,,,
La Union,Santa Rosa de Lima,"Refraccionaria Salvadoreña, Santa Rosa de Lima","13.6193997,-87.8623495",No,,,7874 9136,,,,
La Union,Santa Rosa de Lima,Taller de motos alta cilindrada,"13.6243788,-87.8679601",No,Other,Other vendors,,,,,
La Union,Santa Rosa de Lima,Taller De Torno Sanchez Peralta (Sandy),"13.6263083,-87.8691205",No,Other,Other vendors,7223 8815,,,,
La Union,Santa Rosa de Lima,Car wash y taller de motos Alfaro,"13.6191821,-87.8618152",No,Other,Other vendors,,,,,
La Union,Santa Rosa de Lima,COOPESA Santa Rosa de Lima,"13.6293699,-87.8927037",No,,,,https://www.instagram.com/coopesamusic1,https://www.facebook.com/coopesamusic,,http://www.coopesa.com.sv/
La Union,Santa Rosa de Lima,Dollarcity Santa Rosa de Lima 2,"13.621663,-87.899151",No,,,,https://www.instagram.com/svdollarcity,https://www.facebook.com/DollarcityElSalvador,,https://dollarcity.com/?utm_source=G&utm_medium=local&utm_campaign=dollarcity
La Union,Santa Rosa de Lima,Repuestos Eduardo,"13.6270945,-87.8723803",No,,,,,,,
La Union,Santa Rosa de Lima,Taller de Refrigeración,"13.6286259,-87.8853692",No,Other,Other vendors,7568 4746,,,,
La Union,Santa Rosa de Lima,CITY GLASS,"13.6306638,-87.8870712",No,,,7228 1931,,,,
La Union,Santa Rosa de Lima,Taller de Aire Acondicionado,"13.618676,-87.8919966",No,Other,Other vendors,,,,,
La Union,Santa Rosa de Lima,Vidri-Arte,"13.6193069,-87.900325",No,,,7667 0545,,,,
La Union,Santa Rosa de Lima,MULTILLANTAS J&A S.A de C.V.,"13.6320873,-87.8551954",No,,,7930 0644,,,,
La Union,Santa Rosa de Lima,Kamar Store • Santa Rosa de Lima,"13.6247302,-87.8903917",No,,,2663 7483,,https://www.facebook.com/kamar.santarosadelima,,https://www.facebook.com/kamar.santarosadelima
La Union,Santa Rosa de Lima,Ferretería La Coquera,"13.6266613,-87.8704376",No,Retail,Retailers,7465 2610,,https://www.facebook.com/FerreteriaLaCoquera,,http://www.ferreterialacoquera.com/
La Union,Santa Rosa de Lima,Centro Cerámico Lamosa,"13.6316799,-87.8895914",No,,,2641 3042,https://www.instagram.com/grupofloressv,https://www.facebook.com/grupoflores.sv,,http://www.grupoflores.com.sv/
La Union,Santa Rosa de Lima,G&M EL MUNDO A TUS PIES,"13.6244433,-87.8895179",No,,,7929 6248,,https://www.facebook.com/share/1BAdDzZbNT/,,https://www.facebook.com/share/1BAdDzZbNT/
La Union,Santa Rosa de Lima,American Prime. Santa Rosa de Lima 1,"13.6266154,-87.8917511",No,,,6313 8014,,https://www.facebook.com/American-Prime-437873647008546/,,https://www.facebook.com/American-Prime-437873647008546/
La Union,Santa Rosa de Lima,Coctelería y Sopas Carmencita,"13.6314397,-87.8900367",No,Food & Beverage,Restaurants,,,,,https://m.facebook.com/pages/category/Restaurant/Cocteleria-y-Sopas-Carmencita-112344790489834/photos/
La Union,Santa Rosa de Lima,PARADISE AUTO HOTEL,"13.6092146,-87.9051625",No,Accommodation,Accommodations,7099 3362,,,,
La Union,Santa Rosa de Lima,San Miguel,"13.6216631,-87.8991514",No,,,,,,,
La Union,Santa Rosa de Lima,hotel Suite’s Princess,"13.6318531,-87.8875222",No,Accommodation,Accommodations,7924 1452,,,,
La Union,Santa Rosa de Lima,El cuco,"13.6178899,-87.9017002",No,,,,,,,
La Union,Santa Rosa de Lima,Eclipse Auto Hotel,"13.6267624,-87.876838",No,Accommodation,Accommodations,7349 9469,,,,
La Union,Santa Rosa de Lima,El hotel los 4 coco,"13.6216631,-87.8991514",No,Accommodation,Accommodations,,,,,
La Union,Santa Rosa de Lima,Hospedaje Gomez,"13.6234005,-87.8922729",No,,,2641 2259,,,,
La Union,Santa Rosa de Lima,Hotel El Recreo,"13.6252903,-87.8901641",No,Accommodation,Accommodations,,,,,
La Union,Santa Rosa de Lima,Hotel Los Hermanos,"13.6264242,-87.8902967",No,Accommodation,Accommodations,7873 8512,,,,
La Union,Santa Rosa de Lima,Hotel Las Delicias,"13.6286001,-87.8860916",No,Accommodation,Accommodations,,,,,
La Union,Santa Rosa de Lima,Hotel Amazonas,"13.6282503,-87.8938379",No,Accommodation,Accommodations,6109 9904,,,,
La Union,Santa Rosa de Lima,Santa rosa de lima,"13.6216631,-87.8991514",No,,,,,,,
La Union,Santa Rosa de Lima,Auto Hotel Marsella,"13.6257691,-87.8743955",No,Accommodation,Accommodations,,,,,
La Union,Santa Rosa de Lima,Tienda Americana Mas por Menos,"13.6324255,-87.8911665",No,Retail,Retailers,7870 4593,,,,http://notariosalvadoreno.net/
La Union,Santa Rosa de Lima,Hotel Larios santa rosa de lima,"13.6299156,-87.8865178",No,Accommodation,Accommodations,7593 9769,,,,
La Union,Santa Rosa de Lima,Auto Hotel París,"13.6087449,-87.9052473",No,Accommodation,Accommodations,7520 8086,,,,
La Union,Santa Rosa de Lima,American Prime. Santa Rosa de Lima 3,"13.6266981,-87.8907518",No,,,,https://www.instagram.com/americanprimesv,https://www.facebook.com/AmericanPrimeSV,,https://americanprimesv.com/
La Union,Santa Rosa de Lima,Carpintería y muebleria daniel,"13.6138146,-87.9585454",No,,,7170 1024,,,,
La Union,Santa Rosa de Lima,Yes Travel SV,"13.6246256,-87.8893214",No,,,2645 1489,,,,
La Union,Santa Rosa de Lima,Orbe Travel S.V.,"13.6264072,-87.8927312",No,,,2641 2103,,,,
La Union,Santa Rosa de Lima,Parada de bus 306 coshi,"13.6274526,-87.8932106",No,,,,,,,
La Union,Santa Rosa de Lima,"Radio Cristal 90.9 fm Santa Rosa de Lima, La Unión","13.6274086,-87.8764976",No,,,2643 0134,,,,
La Union,Santa Rosa de Lima,C y L Confortable Life,"13.6228583,-87.8965099",No,,,,,,,
La Union,Santa Rosa de Lima,Agua El Limón,"13.6038097,-87.9104572",No,,,,,,,
La Union,Santa Rosa de Lima,Rastro municipal,"13.625716,-87.8883",No,,,,,,,
La Union,Santa Rosa de Lima,DHL Santa rosa de lima,"13.6216631,-87.8991514",No,,,,,,,
La Union,Santa Rosa de Lima,Oficina Jurídica Reyes Rubio,"13.6245434,-87.8937708",No,,,2641 3614,,,,
La Union,Santa Rosa de Lima,OffiArq. Librería & Oficina Arquitectura,"13.6249547,-87.8923191",No,,,7865 8307,,,,
La Union,Santa Rosa de Lima,Baiza,"13.6061611,-87.9238929",No,,,,,,,
La Union,Santa Rosa de Lima,Oficina Dirección De obras municipales (DOM),"13.6283363,-87.8831922",No,,,,,,,
La Union,Santa Rosa de Lima,E&A ESCOBAR & ASOCIADOS,"13.6227733,-87.8906681",No,Food & Beverage,Restaurants,2664 2593,,,,
La Union,Santa Rosa de Lima,Hotel El Tejano Amigo,"13.6350011,-87.8911548",No,Accommodation,Accommodations,2641 4242,,,,https://hotelesenelsalvador.net/hotel-el-tejano-amigo-hotel/
La Union,Santa Rosa de Lima,Western Union,"13.625205,-87.889525",No,,,2647 0065,https://www.instagram.com/westernunion,https://www.facebook.com/westernunion,,https://www.westernunion.com/
La Union,Santa Rosa de Lima,NATH STORE,"13.6241913,-87.8915879",No,,,7305 0737,,,,https://www.instagram.com/nathstore_sv?igsh=MW5rNm1wOW5tZ3U1OQ==&utm_source=qr
La Union,Santa Rosa de Lima,Cedros,"13.6605071,-87.8659758",No,,,,,,,
La Union,Santa Rosa de Lima,"CREDIORIENTE, S.C. DE R.L. DE C.V. AGENCIA SANTA ROSA DE LIMA","13.6238382,-87.891214",No,,,7755 0264,,,,
La Union,Santa Rosa de Lima,Cancha de futbol es Estaquero,"13.6142723,-87.8991908",No,,,,,,,
La Union,Santa Rosa de Lima,Bany,"13.6305432,-87.8927765",No,,,,,,,
La Union,Santa Rosa de Lima,Colonia lisliqueña#2,"13.6232875,-87.9028206",No,,,,,,,
La Union,Santa Rosa de Lima,Pasaje Getsemaní,"13.6222554,-87.8959341",No,,,,,,,
La Union,Santa Rosa de Lima,Caserío los vasquez,"13.6227965,-87.9276014",No,,,,,,,
La Union,Santa Rosa de Lima,Familia Guevara santos,"13.6087354,-87.9028197",No,,,,,,,
La Union,Santa Rosa de Lima,El potrero,"13.6216631,-87.8991514",No,,,,,,,
La Union,Santa Rosa de Lima,Col lisqueña #2,"13.615519,-87.901774",No,,,,,,,
La Union,Santa Rosa de Lima,Tanques La Esperanza,"13.6263878,-87.8943314",No,,,,,,,
La Union,Santa Rosa de Lima,Tanque El Sinai,"13.6331303,-87.8948115",No,,,,,,,
La Union,Santa Rosa de Lima,Pasaje Jerusalén,"13.6291254,-87.8829901",No,,,,,,,
La Union,Santa Rosa de Lima,Home,"13.6236917,-87.8893157",No,,,,,,,
La Union,Santa Rosa de Lima,Capsula Inc,"13.608552,-87.8750461",No,,,,,,,
La Union,Santa Rosa de Lima,"Cruz de calle, lichita","13.6011912,-87.8784334",No,,,,,,,
La Union,Santa Rosa de Lima,Consultorio Médico Velásquez,"13.6216631,-87.8991514",No,Health,Health services,,,,,
La Union,Santa Rosa de Lima,Oficina de Correos El Salvador • Santa Rosa de Lima,"13.6281908,-87.8904941",No,,,2641 2130,https://www.instagram.com/correossv,https://www.facebook.com/CorreosSV,,http://www.correos.gob.sv/
La Union,Santa Rosa de Lima,Terminal COIN DRL,"13.6218065,-87.889799",No,,,,,,,
La Union,Santa Rosa de Lima,Juzgado de Instruccion,"13.6331809,-87.8911964",No,,,2641 3084,,,,
La Union,Santa Rosa de Lima,Centro Judicial,"13.6339103,-87.8906299",No,,,,,,,
La Union,Santa Rosa de Lima,Variedades cañas,"13.6249439,-87.8923234",No,,,7956 5319,,,,https://www.instagram.com/variedadescanaz?igsh=MXJmMGZqNTVlczh1
La Union,Santa Rosa de Lima,Frio ORIENTAL,"13.6272003,-87.8736306",No,,,7505 9392,,,,
La Union,Santa Rosa de Lima,Pedidos Express Santa Rosa de Lima,"13.62665,-87.8924514",No,,,,,,,
La Union,Santa Rosa de Lima,Ccp Computadoras Reparaciones Accesorios y Suministros,"13.6265977,-87.8920417",No,Other,Other vendors,7431 8141,,https://www.facebook.com/pages/CCP-Computadoras-y-Mobiliario/229489343845711,,https://www.facebook.com/pages/CCP-Computadoras-y-Mobiliario/229489343845711
La Union,Santa Rosa de Lima,Mister Dollar,"13.625651,-87.8922118",No,,,7091 2780,,https://www.facebook.com/profile.php?id=100054875263645,,https://www.facebook.com/profile.php?id=100054875263645
La Union,Santa Rosa de Lima,Joyería Castro,"13.6257486,-87.8910582",No,,,,,https://www.facebook.com/641633723144834?referrer=whatsapp,,https://www.facebook.com/641633723144834?referrer=whatsapp
La Union,Santa Rosa de Lima,All American Travel Santa Rosa de Lima,"13.6263879,-87.8914875",No,,,2620 8540,https://www.instagram.com/AllAmericanTravel,https://www.facebook.com/AllAmericanTravel,,http://allamerican.com.sv/
La Union,Santa Rosa de Lima,American Prime. Santa Rosa de Lima 2,"13.6256806,-87.8923569",No,,,6313 8014,,https://www.facebook.com/American-Prime-437873647008546/,,https://www.facebook.com/American-Prime-437873647008546/
La Union,Santa Rosa de Lima,Alfatec,"13.6244912,-87.8897009",No,,,7235 4364,,https://www.facebook.com/AlfatecLab,,http://www.facebook.com/AlfatecLab
La Union,Santa Rosa de Lima,Western Union,"13.618718,-87.901541",No,,,2641 3349,https://www.instagram.com/westernunion,https://www.facebook.com/westernunion,,https://www.westernunion.com/
La Union,Santa Rosa de Lima,Motored • Santa Rosa de Lima,"13.6265543,-87.8704317",No,,,2645 6760,,https://www.facebook.com/MotoredSV,,http://transportespesadossa.com/
La Union,Santa Rosa de Lima,La Electrónica de Jaime,"13.6297844,-87.8910624",No,,,7109 9005,,https://www.facebook.com/LaElectronicadeJaimeSRDL,,https://www.facebook.com/LaElectronicadeJaimeSRDL
La Union,Intipucá,Rancho Los Primos,"13.166244867302392, -88.01544113612249",No,Food & Beverage,Restaurants,60283843,,,,
La Union,Intipucá,Hotel Isla Icacal Bar y Restaurante,"13.166426206743024, -88.01717149101734",No,Food & Beverage,Restaurants,61082767,,,,
La Union,Intipucá,"Rancho Los Almendros, el Icacal","13.166208463737036, -88.0209653873213",No,Accommodation,Accommodations,77090786,,,,
La Union,Intipucá,Rancho El Angel,"13.167227245887025, -88.02498206783908",No,Accommodation,Accommodations,61944460,,,,
La Union,Intipucá,El Icacal Resort,"13.16704162064171, -88.02718991194453",No,Accommodation,Accommodations,75608151,https://www.instagram.com/resortelicacal/,https://www.facebook.com/elicacalresort/,,
La Union,Intipucá,"Rancho El Icacal Hotel, Restaurant & Bar","13.167967919842008, -88.03388666160117",No,Food & Beverage,Restaurants,79529912,https://www.instagram.com/ranchoelicacal/,https://www.facebook.com/Icacal123/,,
La Union,Intipucá,House de Mar,"13.167651977015568, -88.03461175977675",No,Accommodation,Accommodations,6170-2307,https://www.instagram.com/housedelmar_sv,https://www.facebook.com/housedelmar,,https://housedelmar.info/
La Union,Intipucá,Rancho el paraiso,"13.168128346606528, -88.03617652571113",No,Accommodation,Accommodations,75311771,https://www.instagram.com/ranchoelparaisoelicacal/,https://www.facebook.com/rancho.paraiso.el.icacal/,,
La Union,Intipucá,Rancho y comedor Magdalena,"13.171463457377367, -88.06648280263092",No,Food & Beverage,Restaurants,7495 5423,,https://www.facebook.com/p/Comedor-Bar-y-Cocteleria-Magdalena-100086142290483/,,
La Union,Intipucá,Comedor Las Gemelas,"13.172007504312672, -88.06991694743964",No,Food & Beverage,Restaurants,72038644,,,,
La Union,Intipucá,Hotel Pacific Paradise El Cuco,"13.170773039547207, -88.07176692608948",No,Accommodation,Accommodations,61127621,https://www.instagram.com/pacificparadise_/?hl=es,,,https://hotelpacificparadise.com.sv/
La Union,Intipucá,Rancho Vista Hermosa,"13.17089864227822, -88.0746100776313",No,Accommodation,Accommodations,72214296,,,,
La Union,Intipucá,La Tortuga Verde,"13.170470516049344, -88.0752970964716",No,Accommodation,Accommodations,73389646,https://www.instagram.com/latortugaverde1/,https://www.facebook.com/latortugaverdehotel,,http://www.latortugaverde.com/
La Union,Intipucá,Intipuca beach house,"13.170811111358848, -88.07686902972833",No,Accommodation,Accommodations,78655492,,,,
La Union,Intipucá,Alma de Coco - Beach House,"13.171218745310144, -88.07732291935109",No,Accommodation,Accommodations,77290580,https://www.instagram.com/almadecoco.sv,https://www.facebook.com/almadecoco.sv,,
La Union,Intipucá,Manglares Bahia Resort,"13.171327370863171, -88.07781378180933",No,Accommodation,Accommodations,26080537,https://www.instagram.com/manglaresbahiaelesteron,https://www.facebook.com/manglaresresort,,https://manglaresresort.com/
La Union,Intipucá,Rancho Mar y Land,"13.17088124153648, -88.07860274577254",No,Accommodation,Accommodations,#ERROR!,,,,
La Union,Intipucá,Garden Beach,"13.170841710174644, -88.0789156989489",No,Accommodation,Accommodations,-,https://www.instagram.com/gardenbeach.sv/,,,
La Union,Intipucá,Casa Calli,"13.171075603979085, -88.07968370300038",No,Accommodation,Accommodations,1(213)999-8263,https://www.instagram.com/casacalli.sv/,,,https://www.casacallisv.com/
La Union,Intipucá,Rancho Las Camponas,"13.171987964169086, -88.08409430720165",No,Accommodation,Accommodations,60597705,,,,
La Union,Intipucá,Bungalows Club,"13.1717212639599, -88.08390513442528",No,Accommodation,Accommodations,78907680,https://www.instagram.com/bungalowsbeach/,,,https://www.facebook.com/BungalowsBeachClub/
San Miguel,Chirilagua,Tropiclub Playa El Cuco,"13.172330777692752, -88.08761094527011",No,Accommodation,Accommodations,26821000,https://www.instagram.com/tropiclubplaya,https://www.facebook.com/tropiclubplaya,,http://tropiclubplaya.com.sv/
San Miguel,Chirilagua,Aventura Tropikal Playa El Cuco,"13.172424000185924, -88.08815373364371",No,Accommodation,Accommodations,72663489,,,,
San Miguel,Chirilagua,"Condado Cucolandia, Hotel y Restaurante de playa.","13.171643298012125, -88.08878130445068",No,Accommodation,Accommodations,78139685,,,,
San Miguel,Chirilagua,SOUTH PACIFIC HOTEL & RESORT,"13.172956444847344, -88.09028804367452",No,Accommodation,Accommodations,-,https://www.instagram.com/southpacificsv,https://www.facebook.com/share/17gJ2ehXTv/,,
San Miguel,Chirilagua,Rancho de Playa Clairemar,"13.172304489971925, -88.09062283004319",No,Accommodation,Accommodations,72421476,,,,
San Miguel,Chirilagua,Villas de Jomesuri,"13.172452882838977, -88.09088766106869",No,Accommodation,Accommodations,1(818)326-9897,,,,
San Miguel,Chirilagua,Rancho mi querido viejo,"13.17205672708361, -88.09294776613133",No,Accommodation,Accommodations,1 703-475-8184,,,,
San Miguel,Chirilagua,"Hotel Cucolindo Surf, Restaurante","13.172573544572108, -88.09666516175656",No,Accommodation,Accommodations,75736655,https://www.instagram.com/hotelcucolindo/,https://www.facebook.com/hotelcucolindo,,
San Miguel,Chirilagua,Azul Surf Club,"13.172289741797284, -88.09855502726963",No,Accommodation,Accommodations,72892739,https://www.instagram.com/azulsurfclub/,,,
San Miguel,Chirilagua,Blue Dolphin Hotel y Restaurante,"13.173381465205935, -88.09885355082638",No,Accommodation,Accommodations,78725241,https://www.instagram.com/bluedolphinelcucosv/,https://www.facebook.com/BlueDolphinSV/,,
San Miguel,Chirilagua,Rancho Mayayi,"13.173450126893913, -88.09929310909686",No,Accommodation,Accommodations,78557898,,,,
San Miguel,Chirilagua,Rancho Maracol,"13.173150304053364, -88.09958928203727",No,Accommodation,Accommodations,1(438)346-2079,,,,
San Miguel,Chirilagua,Sambo Mambo Beach Hotel,"13.172453283543561, -88.10169273746341",No,Accommodation,Accommodations,72304455,https://www.instagram.com/sambomambosv/?hl=es,https://www.facebook.com/SamboMamboHotel/,,https://sambomambo.com/
San Miguel,Chirilagua,Itza BeachClub Bar & hotel,"13.173155923229762, -88.10238145711646",No,Accommodation,Accommodations,26685378,https://www.instagram.com/itzabeachclub/,https://www.facebook.com/ItzaBeachClub/,,
San Miguel,Chirilagua,Sunset Hotel 2,"13.173714371571746, -88.10231093976228",No,Accommodation,Accommodations,7960 7993,,https://www.facebook.com/people/Sunset-Hotel-2/100083293301869/#,,https://www.sunsetcuco.com/
San Miguel,Chirilagua,DELICIAS DEL MAR RAMADA,"13.172563142653477, -88.1029691018685",No,Accommodation,Accommodations,71711403,,,,
San Miguel,Chirilagua,Hotel Marbella Restaurante y Bar,"13.173805920359603, -88.10455339211718",No,Accommodation,Accommodations,7028 5557,https://www.instagram.com/hotelmarbellayterrazas/,,,
San Miguel,Chirilagua,Hotel Rancho Verde Surf,"13.173302401610178, -88.10506816892016",No,Accommodation,Accommodations,77342442,,https://www.facebook.com/profile.php?id=100089093592530&mibextid=zbWKwL,,
San Miguel,Chirilagua,Hotel y Restaurante MAR-TITA,"13.173737258776633, -88.10537844537185",No,Accommodation,Accommodations,72994292,https://www.instagram.com/hotelyrestaurantemartita/,https://www.facebook.com/profile.php?id=100069699642326,,
San Miguel,Chirilagua,Hotel & Restaurante Gloria's,"13.173821941397815, -88.10601310168528",No,Accommodation,Accommodations,26199005,,,,
San Miguel,Chirilagua,Hotel y Restaurant Pez Dorado,"13.173995883987342, -88.10650672330702",No,Accommodation,Accommodations,7532 7562,,,,
San Miguel,Chirilagua,Hotel y Restaurante Fragatta,"13.173856272181807, -88.10718839120581",No,Accommodation,Accommodations,6035 9936,https://www.instagram.com/hotelfragatta/,https://www.facebook.com/hotelfragatta/,,
San Miguel,Chirilagua,Hotel Pacifico Dorado,"13.173368774598462, -88.10867630769381",No,Accommodation,Accommodations,7630 6091,,https://www.facebook.com/hotelpacificodorado/,,
San Miguel,Chirilagua,Mar Turquesa Restaurante,"13.172739374874002, -88.10936972849441",No,Accommodation,Accommodations,7825 5121,https://www.instagram.com/hotelpacificodorado/,https://www.facebook.com/hotelpacificodorado/,,
San Miguel,Chirilagua,Clinica Medica Dr. Oscar Zelaya,"13.173870004495607, -88.1096941084058",No,Accommodation,Accommodations,7491 2408,,,,
San Miguel,Chirilagua,Restaurante Buena Vista,"13.17267300171431, -88.10997617791134",No,Accommodation,Accommodations,7820 1548,,,,
San Miguel,Chirilagua,"Sunset Hotel
","13.173323000125471, -88.11070720798705",No,Accommodation,Accommodations,26199058,,,,
San Miguel,Chirilagua,Vista Las Olas Surf Resort,"13.172773705806959, -88.11303898238174",No,Accommodation,Accommodations,72152951,https://www.instagram.com/vistalasolas/,https://www.facebook.com/VistaLasOlas/,,
San Miguel,Chirilagua,"Hotel Miraflores, Playa Las Flores, El Salvador","13.173325288850624, -88.11489358921662",No,Accommodation,Accommodations,77371940,https://www.instagram.com/mirafloreshotel_sv/,https://www.facebook.com/hotelmirafloreselsalvador/,,https://elhotelmiraflores.com/es/
San Miguel,Chirilagua,El Infinito Beach House,"13.172400642713722, -88.11522502084041",No,Accommodation,Accommodations,74356927,https://www.instagram.com/hotelranchoinfinito/,https://www.facebook.com/RanchoInfinitoOficial,,
San Miguel,Chirilagua,Kuluka Resort,"13.173222408711938, -88.11665018336262",No,Accommodation,Accommodations,7475-8639,https://www.instagram.com/hotelranchoinfinito/,https://www.facebook.com/RanchoInfinitoOficial,,
San Miguel,Chirilagua,Las Flores Surf Club,"13.17247025866949, -88.11733951106979",No,Accommodation,Accommodations,2684-4444,https://www.instagram.com/lasfloresresort/,https://www.facebook.com/LasFloresResort/,,https://lasfloresexperience.com/
San Miguel,Chirilagua,Restaurante CamposMar,"13.171698142838778, -88.11869677160388",No,Accommodation,Accommodations,7363-4925,,,,
San Miguel,Chirilagua,RodMar Hotel & Restaurant,"13.173304081725057, -88.11932122290963",No,Accommodation,Accommodations,61287744,https://www.instagram.com/rodmarhotel/,https://www.facebook.com/rodmarhotel/,,
